Numerical Date,Average 13 Air Pressure [mbar] ,Average 13 Air Temperature [°C] ,Average 123 Water Temperature [°C] ,Average 123 Water Conductivity [mS/cm] ,Average 13 Wind Speed on X axis [m/s] ,Average 13 Wind Speed on Y axis [m/s] ,Average 123 Water Current Amplitude On X axis [cm/s] ,Average 123 Water Current Amplitude On Y axis [cm/s] ,As,A0,A1,A2,A3,A4,A5,A6,A7,A8,A9
44353.25,1015.8,14.7,16.470001,22.385,7.650438048,-2.338973638,-17.68623915,7.874421003,0.445470134,1,1,1,1,1,0,0,0,0,0
44353.29167,1015.3,14.2,16.480501,22.607,6.419974214,1.016824023,-16.90689273,7.3864363,0.447386358,1,1,1,1,1,0,0,0,0,0
44353.33333,1016.10004,14.400001,16.491001,22.79,2.014151441,1.945043437,-15.57318859,5.946822449,0.472808873,1,1,1,1,1,0,0,0,0,0
44353.375,1018.70002,15.7000005,16.8460005,23.898,-2.544218309,-3.190499798,-25.08762917,20.08142803,0.494654904,1,1,1,1,1,0,0,0,0,0
44353.41667,1019,15.7000005,16.807,23.914501,-3.151944749,-0.350913759,-13.75203517,23.54781985,0.394430622,1,1,1,1,0,0,0,0,0,0
44353.45833,1017.90002,15.850001,16.859501,23.8375015,-4.823204813,-0.923245321,2.086891588,13.87840896,0.467026431,1,1,1,1,1,0,0,0,0,0
44353.5,1021.10004,16.4,16.896,24.741001,-0.16043989,-2.294397316,-17.26023988,7.57671559,0.489217469,1,1,1,1,1,0,0,0,0,0
44353.54167,1018.55,16.45,16.848501,23.978,-3.877015992,-7.927739645,-2.952999348,15.28349406,0.451397693,1,1,1,1,1,0,0,0,0,0
44353.58333,1018.1,14.9,16.9730015,24.0575005,-2.157779516,-7.731830249,-3.54548632,18.78287876,0.353186173,1,1,1,1,0,0,0,0,0,0
44353.625,1019.2,15.9,16.9445005,23.251001,-0.553527329,-3.988662401,-7.990465923,21.14454149,0.382713977,1,1,1,1,0,0,0,0,0,0
44353.66667,1018.6,15.35,16.826,23.9965005,-4.811945271,-5.881246806,5.030026086,12.96717545,0.430526106,1,1,1,1,1,0,0,0,0,0
44353.70833,1019.15002,15.9,17.071001,24.086,-4.306578549,-7.957515808,22.85420567,18.33053866,0.374863633,1,1,1,1,0,0,0,0,0,0
44353.75,1019.2,16.2000005,17.2235,24.126001,-4.972835275,-8.665650936,19.76800426,24.80281097,0.369374837,1,1,1,1,0,0,0,0,0,0
44353.79167,1018.35,14.9,17.2575015,24.088001,-2.99100023,-7.599927817,5.392271875,32.17374736,0.350464214,1,1,1,1,0,0,0,0,0,0
44353.83333,1019.80002,15.05,17.1530005,24.0755,-4.136392421,-8.096190396,-7.845851055,38.91276084,0.362969962,1,1,1,1,0,0,0,0,0,0
44353.875,1018.85004,14.35,16.9305,24.0260005,-2.035258629,-9.707547225,-11.89724551,38.01207378,0.35467853,1,1,1,1,0,0,0,0,0,0
44353.91667,1019.25,14.3000005,16.6725005,23.91,-2.369068218,-8.866548888,-18.36543641,28.33705711,0.350716936,1,1,1,1,0,0,0,0,0,0
44353.95833,1019.7,14.4,17.063,23.799501,-1.327853311,-8.115687405,-25.15574788,42.28976781,0.359909954,1,1,1,1,0,0,0,0,0,0
44354,1019.80002,14.400001,17.154,23.674002,-2.105792749,-8.123245482,-35.45655476,38.6803,0.38349163,1,1,1,1,0,0,0,0,0,0
44354.04167,1019.80002,14.55,17.0805005,24.819,-0.809902429,-8.643420521,-40.38240201,36.82893091,0.376467093,1,1,1,1,0,0,0,0,0,0
44354.08333,1018.80002,14.55,17.057001,22.274,0.595812272,-5.668775102,-43.31604851,35.22809043,0.402162622,1,1,1,1,1,0,0,0,0,0
44354.125,1021.9,14.5,17.12,24.87,0.735242033,-4.642135497,-28.55782583,23.54125493,0.517104249,1,1,1,1,1,1,0,0,0,0
44354.16667,1019.15002,14.7500005,17.1010005,23.5565015,1.660541401,-6.821063123,-51.10752228,13.81929763,0.503114995,1,1,1,1,1,1,0,0,0,0
44354.20833,1018.8,14.5000005,17.0070005,23.591501,1.539090645,-4.228616794,-48.56383837,0.69342697,0.461451334,1,1,1,1,1,0,0,0,0,0
44354.25,1020.50002,16.05,17.0185,23.707002,2.89480608,-5.434823138,-39.24902472,-21.98450096,0.434153954,1,1,1,1,1,0,0,0,0,0
44354.29167,1021.4,17.8,17.036001,23.8185,1.023300967,-5.447066746,-21.9634957,-32.38899133,0.448824399,1,1,1,1,1,0,0,0,0,0
44354.33333,1021.35002,17.95,17.029501,23.7645,0.599304378,-5.969141386,-7.260279894,-31.72387125,0.441977783,1,1,1,1,1,0,0,0,0,0
44354.375,1021.40007,17.4,16.9675005,23.6900015,2.873804222,-6.162893042,2.415175435,-35.95827988,0.449060886,1,1,1,1,1,0,0,0,0,0
44354.41667,1022.3,16.65,16.9835,23.7755,1.688018185,-6.527082021,36.55753286,-29.53118297,0.511200198,1,1,1,1,1,1,0,0,0,0
44354.45833,1020.7,16.1,16.9655005,23.954,3.178584079,-8.628592202,46.24372676,0.189729419,0.422606254,1,1,1,1,1,0,0,0,0,0
44354.5,1020.55,16.25,17.0035005,23.988002,2.487612476,-8.278464699,29.49210619,13.26220691,0.539742609,1,1,1,1,1,1,0,0,0,0
44354.54167,1020.85,16.4500005,17.213,24.090502,3.55057058,-7.160446083,23.84887757,17.9740821,0.534787491,1,1,1,1,1,1,0,0,0,0
44354.58333,1021.90007,17.35,17.2805015,24.1180005,-0.65223931,-5.806211164,11.32633383,24.052011,0.405122699,1,1,1,1,1,0,0,0,0,0
44354.625,1020.70005,17.25,17.307001,24.1660015,-6.079658886,-5.345081826,-7.172015319,18.50046627,0.431376424,1,1,1,1,1,0,0,0,0,0
44354.66667,1020.90007,17.4000005,17.3300005,24.145501,-8.30230227,-5.173334515,-18.56621836,14.67972759,0.562115764,1,1,1,1,1,1,0,0,0,0
44354.70833,1020.4,17.7,17.1200005,24.052001,-6.803912303,-5.05270314,-17.50645237,9.445331987,0.56229623,1,1,1,1,1,1,0,0,0,0
44354.75,1019.4,17.8500005,18.570002,24.053001,-7.792953182,-5.256413293,-38.53387155,16.51152189,0.551159641,1,1,1,1,1,1,0,0,0,0
44354.79167,1018.45002,17.75,17.949,24.0920005,-6.381233455,-7.160009408,-26.64955241,-1.782398908,0.657007412,1,1,1,1,1,1,1,0,0,0
44354.83333,1017.25,16.7500005,18.265001,24.1515005,-5.183342503,-8.321345059,-22.77870559,11.85940828,0.64250239,1,1,1,1,1,1,1,0,0,0
44354.875,1017.3,16,18.197501,24.060001,-4.142215279,-9.115919152,-13.06368906,4.707776673,0.515491202,1,1,1,1,1,1,0,0,0,0
44354.91667,1017.65,15.7500005,17.918001,25.042002,-4.594880909,-8.281845206,-25.97618901,6.91172948,0.563420493,1,1,1,1,1,1,0,0,0,0
44354.95833,1018.3,15.8,18.0375,23.9195,-3.381462056,-9.857911594,-19.36140325,1.306359625,0.533450074,1,1,1,1,1,1,0,0,0,0
44355,1018.55,16.05,18.0865,23.7735015,-3.002311954,-10.47663773,-26.8973474,2.799604739,0.458810509,1,1,1,1,1,0,0,0,0,0
44355.04167,1018.6,15.9500005,18.0715005,23.781001,-1.971023722,-10.33469265,-34.65176312,-0.317281397,0.556504463,1,1,1,1,1,1,0,0,0,0
44355.08333,1018.65,16.05,18.036501,23.940501,-1.315164186,-10.31023735,-29.2100292,-4.603069848,0.448017349,1,1,1,1,1,0,0,0,0,0
44355.125,1017.45002,15.9000005,18.0205,23.9935005,-2.261788254,-9.432240529,-11.69807183,-14.26967882,0.447037378,1,1,1,1,1,0,0,0,0,0
44355.16667,1017.3,15.9000005,17.8630005,24.056501,0.237124172,-7.888977219,-0.436848131,-6.768107597,0.547914575,1,1,1,1,1,1,0,0,0,0
44355.20833,1017.50002,15.650001,17.7645,23.994501,-0.015413519,-6.955133313,-3.31938033,-8.42675035,0.703503785,1,1,1,1,1,1,1,1,0,0
44355.25,1018.85,16.4500005,17.6305005,23.9125,-0.217273243,-6.47162515,-4.452762961,-9.097141891,0.772591377,1,1,1,1,1,1,1,1,0,0
44355.29167,1020.15,17.1500005,17.498001,23.8215005,0.62059228,-7.502265963,-6.487381934,-6.790382834,0.741851906,1,1,1,1,1,1,1,1,0,0
44355.33333,1019.9,17.55,17.461,23.78,3.438675112,-5.084540156,-12.30006167,2.609341654,0.710925504,1,1,1,1,1,1,1,1,0,0
44355.375,1019.9,17.6500005,17.541501,23.8490005,2.180782168,-6.418763889,-15.48129026,7.606812275,0.777392873,1,1,1,1,1,1,1,1,0,0
44355.41667,1020,17.7500005,17.6885,23.9745,6.206418307,-4.005445069,-20.34306498,4.193845327,0.773242617,1,1,1,1,1,1,1,1,0,0
44355.45833,1020.5,18.1000005,17.669501,23.9835015,4.061447037,-2.707941961,-23.53298138,11.85089333,0.733269576,1,1,1,1,1,1,1,1,0,0
44355.5,1019.6,18.7,17.760501,24.052001,1.414720619,-4.028379345,-23.46842652,-2.310619384,0.810177474,1,1,1,1,1,1,1,1,1,0
44355.54167,1020.00002,18.5000005,17.832001,24.081502,3.010185234,-4.763196889,-23.81042855,-12.78712279,0.770995303,1,1,1,1,1,1,1,1,0,0
44355.58333,1019.55002,18.55,17.886002,24.004501,3.396206601,-4.546739419,-32.14384003,-14.07552993,0.810175206,1,1,1,1,1,1,1,1,1,0
44355.625,1019.55,19.05,18.1955015,23.9880005,-0.133833237,-4.672629059,3.186839528,24.80396545,0.850910703,1,1,1,1,1,1,1,1,1,0
44355.66667,1017.35004,18.8,18.3915,24.084501,-1.531951058,-5.17792521,-0.516245693,19.66424902,0.803120637,1,1,1,1,1,1,1,1,1,0
44355.70833,1018.90002,18.7500005,18.835,24.395,-3.830496444,-6.94547724,-5.665177426,13.30773014,0.802934678,1,1,1,1,1,1,1,1,1,0
44355.75,1017.00002,19.0000005,18.9015005,24.555,-4.36732839,-6.962923267,-8.373935176,7.054359977,0.656328433,1,1,1,1,1,1,1,0,0,0
44355.79167,1015.95,19.1,18.554,24.425001,-3.784979099,-7.480524275,-6.978913623,15.71637872,0.476192251,1,1,1,1,1,0,0,0,0,0
44355.83333,1014.90002,17.9500005,18.6365,24.550001,-2.514106952,-7.785303437,-4.433728781,10.76864265,0.471720182,1,1,1,1,1,0,0,0,0,0
44355.875,1015.45,17.15,18.8430015,24.689502,-1.332263258,-6.632555104,-6.995807387,4.019204392,0.514829126,1,1,1,1,1,1,0,0,0,0
44355.91667,1016.55002,16.9000005,18.543001,24.4935015,-3.285407145,-5.705244528,-2.585973392,-0.604434835,0.514828884,1,1,1,1,1,1,0,0,0,0
44355.95833,1016.6,16.7,18.361001,24.3945005,-4.963042556,-5.962749768,-11.29112755,6.98150155,0.567121176,1,1,1,1,1,1,0,0,0,0
44356,1016.75002,16.800001,18.8335005,24.571502,-4.625703236,-5.739966129,-18.96045078,14.71034033,0.520680776,1,1,1,1,1,1,0,0,0,0
44356.04167,1016.00002,16.75,18.5125005,24.4485015,-3.481776548,-7.299696335,-25.53242051,18.15743824,0.703841977,1,1,1,1,1,1,1,1,0,0
44356.08333,1015.7,16.65,18.269001,24.3145015,-2.242285071,-7.812588983,-28.23503715,18.65631936,0.682490925,1,1,1,1,1,1,1,0,0,0
44356.125,1012.60004,16.300001,18.637001,23.289001,-2.415070657,-2.099388893,-27.33180649,1.623808509,0.432079159,1,1,1,1,1,0,0,0,0,0
44356.16667,1015.05,16.3,18.488,24.2025,0.882596928,-4.498130964,-36.88326275,17.23966344,0.398771639,1,1,1,1,0,0,0,0,0,0
44356.20833,1014.65,16.2000005,18.520501,24.084501,3.878719143,-3.689662178,-34.44284054,5.06638832,0.413851087,1,1,1,1,1,0,0,0,0,0
44356.25,1016.75,17.300001,18.531,23.8845015,4.586621244,-3.820920576,-48.10698468,2.994174557,0.382172928,1,1,1,1,0,0,0,0,0,0
44356.29167,1017.7,18.4000005,18.452002,23.9575015,4.712951869,-4.476033444,-42.53687883,-10.54874872,0.389232807,1,1,1,1,0,0,0,0,0,0
44356.33333,1018.05,19.05,18.5975005,23.9755005,5.40702669,-3.390655796,-40.52663438,-13.89057775,0.794866936,1,1,1,1,1,1,1,1,0,0
44356.375,1017.5,18.95,18.5255,23.9245,5.619659997,-2.900396442,-34.90745614,-26.58720036,0.815543778,1,1,1,1,1,1,1,1,1,0
44356.41667,1016.85,18.7,18.7490015,24.2930005,4.805863442,-1.82528698,-9.125404836,10.43139956,0.456172745,1,1,1,1,1,0,0,0,0,0
44356.45833,1017.7,18.95,18.7450005,24.458001,4.611344988,-1.590542154,-1.172693196,7.694462058,0.467362009,1,1,1,1,1,0,0,0,0,0
44356.5,1016.75,18.55,18.6665005,24.480001,5.643164423,-3.78541671,5.750175608,2.554660626,0.824953268,1,1,1,1,1,1,1,1,1,0
44356.54167,1017.3,18.1000005,18.4515005,24.453502,5.45248682,-4.193729841,-3.094361703,1.017068828,0.81713684,1,1,1,1,1,1,1,1,1,0
44356.58333,1017.20002,19.05,19.169,24.7470005,5.271346588,-4.133930516,0.024921315,-12.74813582,0.814279826,1,1,1,1,1,1,1,1,1,0
44356.625,1019.55,19.9500005,19.003001,24.685501,2.211424195,-2.78572301,10.08288459,-3.987747319,0.57726344,1,1,1,1,1,1,0,0,0,0
44356.66667,1018.05002,20.25,18.933,24.746001,0.540570417,-4.24318386,8.854559503,6.189826638,0.642437742,1,1,1,1,1,1,1,0,0,0
44356.70833,1016.1,19.6000005,18.498,24.5005015,-0.457863468,-4.406818859,2.826357373,11.54259959,0.467136853,1,1,1,1,1,0,0,0,0,0
44356.75,1016.4,20.35,18.9505,24.7205005,-2.09584355,-3.940334977,-8.926049783,19.18951211,0.51643462,1,1,1,1,1,1,0,0,0,0
44356.79167,1014.5,19.8500005,19.0265015,24.736001,-1.46608804,-5.800235458,-16.64293265,12.91731065,0.554572021,1,1,1,1,1,1,0,0,0,0
44356.83333,1012.95002,18.5,19.1115005,24.733501,-1.34658442,-5.121496345,-14.81773703,2.581310324,0.565001482,1,1,1,1,1,1,0,0,0,0
44356.875,1012.90002,17.45,19.550501,25.069001,-2.560857041,-4.987978065,-18.92760038,7.744937665,0.552966959,1,1,1,1,1,1,0,0,0,0
44356.91667,1014.3,17.45,19.2750015,24.724001,-2.483661516,-5.517232387,-11.46506615,-11.25265852,0.356472686,1,1,1,1,0,0,0,0,0,0
44356.95833,1014.80002,17.5,19.1725,23.646002,-1.011858127,-8.191144184,-8.83025267,-7.193454568,0.527078825,1,1,1,1,1,1,0,0,0,0
44357,1014.75,17.4500005,19.3410015,24.682001,-1.427185793,-6.848667085,-11.4368209,4.014487893,0.547863007,1,1,1,1,1,1,0,0,0,0
44357.04167,1014.75002,17.3500005,19.6085,24.826001,-0.842443173,-6.746584347,-11.56934525,4.17373744,0.404141339,1,1,1,1,1,0,0,0,0,0
44357.08333,1014.7,17.4,19.7480005,24.9540015,1.101496243,-6.588947016,-22.9040044,5.494986681,0.479173649,1,1,1,1,1,0,0,0,0,0
44357.125,1014.55,17.4,19.8225005,24.9435015,3.707012776,-4.784712703,-20.778207,3.176457459,0.489882573,1,1,1,1,1,0,0,0,0,0
44357.16667,1014.15,17.2500005,19.7640005,24.927002,5.713721049,-3.547102984,-25.00517874,2.948629064,0.377498851,1,1,1,1,0,0,0,0,0,0
44357.20833,1013.3,16.9500005,19.536501,24.817501,4.134521362,-3.599504715,-20.36292772,0.236781458,0.423563028,1,1,1,1,1,0,0,0,0,0
44357.25,1015.35,18.25,18.486501,24.586501,4.454540448,-3.704989219,-16.91805856,-1.131230433,0.51485203,1,1,1,1,1,1,0,0,0,0
44357.29167,1016.6,19.35,19.204001,24.801,5.691668927,-4.25016041,-18.50997532,-2.554391043,0.44322697,1,1,1,1,1,0,0,0,0,0
44357.33333,1016.5,19.45,19.2335015,24.802502,7.046597295,-2.84701011,-24.88488177,0.602609106,0.514852016,1,1,1,1,1,1,0,0,0,0
44357.375,1015.9,18.85,19.163001,24.7725005,8.431489385,-2.763222726,-27.94267856,1.705963372,0.514852016,1,1,1,1,1,1,0,0,0,0
44357.41667,1017.3,18.6,19.164001,25.935001,4.809973199,-0.934964077,3.709281633,-10.89593074,0.644200821,1,1,1,1,1,1,1,0,0,0
44357.45833,1014.5,18.1500005,19.454501,24.907501,11.85497953,-0.841589665,-32.47336839,-11.9450637,0.656445,1,1,1,1,1,1,1,0,0,0
44357.5,1015.8,18.25,19.4740005,24.9205,10.83769784,-0.263409352,-33.13970755,-12.6019371,0.665831294,1,1,1,1,1,1,1,0,0,0
44357.54167,1016.20002,17.95,19.618001,25.0000005,11.29034086,-2.045056792,-32.79587913,-21.55275237,0.555131086,1,1,1,1,1,1,0,0,0,0
44357.58333,1017.05002,18.1000005,19.640001,25.0185,8.389434966,-2.314385439,-20.75468397,-22.12734221,0.563374359,1,1,1,1,1,1,0,0,0,0
44357.625,1016.50002,18.55,19.748001,25.0860015,5.883302645,-1.517333207,-25.54862216,-16.23615393,0.724931571,1,1,1,1,1,1,1,1,0,0
44357.66667,1017.55002,18.800001,19.6135,25.0305015,1.993877131,0.929760176,-20.68006248,-27.85501861,0.810717376,1,1,1,1,1,1,1,1,1,0
44357.70833,1019.75002,20,19.6985005,25.1030015,1.202153132,-2.425942261,34.84215616,16.57238157,0.675361533,1,1,1,1,1,1,1,0,0,0
44357.75,1013.2,20.6,19.832,24.022001,-0.099438317,-1.897396116,13.1892006,11.83399288,0.514851506,1,1,1,1,1,1,0,0,0,0
44357.79167,1016.2,20.85,19.922502,25.275501,-2.313120803,-3.000732505,14.98948056,-5.550524326,0.395656116,1,1,1,1,0,0,0,0,0,0
44357.83333,1011.20002,18.75,19.936001,25.322501,-3.532781732,-5.326422571,19.6320565,0.808696812,0.514852594,1,1,1,1,1,1,0,0,0,0
44357.875,1011.1,17.35,20.037,25.3560005,-2.387986068,-6.956016028,11.67205794,8.706261084,0.514852419,1,1,1,1,1,1,0,0,0,0
44357.91667,1013.80002,17.4,20.0245005,25.3420005,-3.752540328,-7.687116261,7.542247378,20.89805651,0.514851546,1,1,1,1,1,1,0,0,0,0
44357.95833,1015.2,17.4,20.0065,25.327501,-3.545441633,-8.696232817,-1.488839381,31.61890023,0.514851546,1,1,1,1,1,1,0,0,0,0
44358,1015.30002,17.3,19.9080005,25.2545015,-3.957229484,-8.185052137,-14.83607282,32.24178402,0.432713096,1,1,1,1,1,0,0,0,0,0
44358.04167,1015.05002,17.15,19.7980015,25.173,-2.995227021,-8.698770896,-24.11276671,24.61523473,0.448567174,1,1,1,1,1,0,0,0,0,0
44358.08333,1015.4,17.2,19.735501,25.140001,2.21593642,-7.755283785,-27.41703862,29.41653682,0.490295596,1,1,1,1,1,0,0,0,0,0
44358.125,1015.90002,17.3500005,19.6625,25.070501,7.609197446,-4.734278058,-35.99636764,24.62319913,0.419478291,1,1,1,1,1,0,0,0,0,0
44358.16667,1015.4,17,19.6705,25.065,6.264968374,-1.890818578,-39.84853259,26.1580141,0.514849935,1,1,1,1,1,1,0,0,0,0
44358.20833,1015.65002,16.85,19.5390005,24.975501,5.109824484,-1.91303285,-43.48417431,15.91001267,0.529863655,1,1,1,1,1,1,0,0,0,0
44358.25,1016.55002,18.050001,19.481001,24.9310005,6.088866752,-4.439343746,-48.97429751,3.608790424,0.533400389,1,1,1,1,1,1,0,0,0,0
44358.29167,1017.75002,19.4000005,19.4765,24.9225015,5.655765415,-5.012915544,-50.68924882,-9.340697138,0.528556625,1,1,1,1,1,1,0,0,0,0
44358.33333,1017.1,19.1500005,19.5665,24.9535,7.786490725,-5.146156892,-36.10636071,-26.64318881,0.524811985,1,1,1,1,1,1,0,0,0,0
44358.375,1018.15,19.7,19.658001,24.9895005,5.119413018,-5.116440488,-22.81342444,-27.95585731,0.541854378,1,1,1,1,1,1,0,0,0,0
44358.41667,1017.10004,19.0000005,19.552001,24.981502,6.37806745,-5.113445272,-21.05508746,-30.24553074,0.52165383,1,1,1,1,1,1,0,0,0,0
44358.45833,1017.25,18.9,19.8445,25.038502,5.612613878,-4.663998754,-4.341952907,-34.82122272,0.628157338,1,1,1,1,1,1,1,0,0,0
44358.5,1017.5,19.05,19.8540005,25.096501,3.751891709,-4.97493221,-0.86365353,-35.15245165,0.674648994,1,1,1,1,1,1,1,0,0,0
44358.54167,1018.7,18.9000005,19.989001,25.1830015,1.484778288,-3.497918443,6.275568648,-20.169466,0.668869814,1,1,1,1,1,1,1,0,0,0
44358.58333,1018.80002,18.5,20.0260005,25.268501,2.991707918,-7.048022176,7.498538365,-13.67555634,0.741810601,1,1,1,1,1,1,1,1,0,0
44358.625,1019.5,19.1,20.003001,25.2830005,1.266146203,-5.75348139,14.78585629,-11.85751022,0.785850754,1,1,1,1,1,1,1,1,0,0
44358.66667,1019.50002,19.8,19.9235,25.216,0.395329586,-5.494553756,18.40621298,-2.912849249,0.487507807,1,1,1,1,1,0,0,0,0,0
44358.70833,1018.7,20.2,19.8205,25.229001,-1.178585777,-5.140515186,7.037327802,11.44174669,0.519486734,1,1,1,1,1,1,0,0,0,0
44358.75,1016.20002,19.75,19.9605,25.2570005,-2.672918109,-5.241438255,-3.088251188,11.57996759,0.537905591,1,1,1,1,1,1,0,0,0,0
44358.79167,1016.15002,20.25,19.9055,25.208001,-4.317826722,-5.246071023,-15.46074515,25.18879581,0.684319882,1,1,1,1,1,1,1,0,0,0
44358.83333,1012.90002,18.5000005,19.8445,25.1890005,-4.997381559,-4.722493845,-27.99949635,22.67788004,0.735647499,1,1,1,1,1,1,1,1,0,0
44358.875,1014.30002,17.45,19.9255005,25.3220015,-4.701515042,-5.106059553,-27.73853892,16.41629012,0.739011104,1,1,1,1,1,1,1,1,0,0
44358.91667,1016.55,17.6,19.959501,25.3575005,-4.406823079,-6.555230884,-35.24992703,11.5064052,0.725756436,1,1,1,1,1,1,1,1,0,0
44358.95833,1017.70002,17.65,19.9935005,25.3895,-3.315647921,-8.230208026,-30.81304247,-9.090787069,0.407680733,1,1,1,1,1,0,0,0,0,0
44359,1017.5,17.7000005,19.8055005,25.314001,-2.716211131,-8.164482167,-28.51924369,3.51736207,0.435592308,1,1,1,1,1,0,0,0,0,0
44359.04167,1017.30002,17.7000005,20.117501,25.358501,-2.679669685,-6.790073861,-25.16678815,4.326056671,0.497815723,1,1,1,1,1,0,0,0,0,0
44359.08333,1016.75,17.55,20.029001,25.301501,-2.329857369,-6.487843486,-24.00826373,0.7300051,0.472953061,1,1,1,1,1,0,0,0,0,0
44359.125,1016.25,17.4000005,19.9725005,25.2555,-1.317273592,-5.953931546,-19.36184193,-13.91144377,0.546713517,1,1,1,1,1,1,0,0,0,0
44359.16667,1016.60004,17.3,20.015501,25.2610015,-1.505654116,-5.474320872,-16.63922763,-12.50169753,0.604833389,1,1,1,1,1,1,1,0,0,0
44359.20833,1016.65,17.1500005,20.053,25.3060015,0.724017401,-4.17237922,-11.1674226,-10.93847931,0.65715054,1,1,1,1,1,1,1,0,0,0
44359.25,1019.1,18.85,20.0000005,25.315501,0.50980562,-1.908001023,-4.264656264,-12.09816365,0.662856627,1,1,1,1,1,1,1,0,0,0
44359.29167,1015.3,19.9,19.550001,24.029001,1.965964906,1.376583447,7.575336069,-5.463504684,0.586656517,1,1,1,1,1,1,0,0,0,0
44359.33333,1020.9,20.25,19.769502,25.237001,2.542405829,-0.100259095,11.21415733,-8.864509398,0.397257735,1,1,1,1,0,0,0,0,0,0
44359.375,1019.2,20.4000005,19.7505005,25.230001,4.029292849,-0.480287761,9.994445432,-6.704824646,0.69483699,1,1,1,1,1,1,1,0,0,0
44359.41667,1019.3,20.1000005,19.706001,25.220001,4.189746675,1.714361924,10.42816241,0.560797479,0.771190767,1,1,1,1,1,1,1,1,0,0
44359.45833,1019.8,20.4,19.713001,25.2125015,3.258146468,2.10886947,0.510200667,12.01131104,0.779827527,1,1,1,1,1,1,1,1,0,0
44359.5,1020.80005,20.85,19.7730005,25.261501,0.996247374,2.706605086,-5.264980621,15.87122654,0.516333879,1,1,1,1,1,1,0,0,0,0
44359.54167,1024.9,21.300001,20.271002,26.670002,-0.664242918,1.564858251,-3.128949894,4.65636867,0.547777022,1,1,1,1,1,1,0,0,0,0
44359.58333,1019.1,21.8,19.834,25.303501,0.288266144,2.546379256,-10.84752243,5.871230244,0.522132819,1,1,1,1,1,1,0,0,0,0
44359.625,1023,23.050001,20.128501,24.361002,-1.941715967,1.31310495,-16.03333068,12.34701262,0.61736643,1,1,1,1,1,1,1,0,0,0
